rank,name,genre,country,formed,split,fans,band_link,img_link
6549,Varga,"progressive thrash, industrial thrash, thrash, groove thrash",Canada,1989,-,2,band.php?band_id=7980,../images/bands/7980.jpg
6550,Vargsheim,pagan black,Germany,2004,-,2,band.php?band_id=13592,../images/bands/13592.jpg
6551,Vehement,thrash,Italy,2002,-,2,band.php?band_id=4444,../images/bands/4444.jpg
6552,Velvet Viper,"heavy, power",Germany,1990,-,2,band.php?band_id=12514,../images/bands/12514.jpg
6553,Veni Domine,"progressive, doom",Sweden,1987,2014,2,band.php?band_id=1382,../images/bands/1382.jpg
6554,Venin Noir,gothic,Brazil,2001,-,2,band.php?band_id=412,../images/bands/412.jpg
6555,Verbal Abuse,"hardcore, crossover thrash",USA,1981,-,2,band.php?band_id=9512,../images/bands/9512.jpg
6556,Verdun,"sludge, hardcore",France,2010,-,2,band.php?band_id=9640,../images/bands/9640.jpg
6557,Verge,black,Finland,2004,-,2,band.php?band_id=5097,../images/bands/5097.jpg
6558,Veritates,heavy,Germany,2018,-,2,band.php?band_id=11188,../images/bands/11188.jpg
6559,Vermilion,experimental black,Romania,2008,2015,2,band.php?band_id=8978,../images/bands/8978.jpg
6560,Vermin,death,The Netherlands,2002,-,2,band.php?band_id=2097,../images/bands/2097.jpg
6561,Vescera,heavy,USA,2015,-,2,band.php?band_id=11657,../images/bands/11657.jpg
6562,Vetur,black,Iceland,2010,-,2,band.php?band_id=13458,../images/bands/13458.jpg
6563,Vexed,alternative,United Kingdom,2019,-,2,band.php?band_id=13975,../images/bands/13975.jpg
6564,Vidunder,hard rock,Sweden,2010,-,2,band.php?band_id=8116,../images/bands/8116.jpg
6565,Virus (UK),thrash,United Kingdom,1986,-,2,band.php?band_id=10899,../images/bands/10899.jpg
6566,Vise Versa,alternative,France,2012,-,2,band.php?band_id=8690,../images/bands/8690.jpg
6567,Vitacit,heavy,Czech Republic,1972,-,2,band.php?band_id=3199,../images/bands/3199.jpg
6568,Voices From Beyond,thrash,Italy,2006,-,2,band.php?band_id=3348,../images/bands/3348.jpg
6569,Void Rot,doom death,USA,2017,-,2,band.php?band_id=12424,../images/bands/12424.jpg
6570,VOJD,heavy,Sweden,2016,-,2,band.php?band_id=11900,../images/bands/11900.jpg
6571,Vokodlok,black,Romania,2000,-,2,band.php?band_id=13180,../images/bands/13180.jpg
6572,Wagars,"crust punk, black",Latvia,2012,-,2,band.php?band_id=8317,../images/bands/8317.jpg
6573,Wallop,heavy,Germany,1983,-,2,band.php?band_id=11497,../images/bands/11497.jpg
6574,Walpyrgus,heavy,USA,2012,-,2,band.php?band_id=10205,../images/bands/10205.jpg
6575,Wan,black,Sweden,2009,-,2,band.php?band_id=13112,../images/bands/13112.jpg
6576,Wardenclyffe,death doom,Sweden,2011,-,2,band.php?band_id=12307,../images/bands/12307.jpg
6577,Warfist,blackened thrash,Poland,2004,-,2,band.php?band_id=10566,../images/bands/10566.jpg
6578,Warlord U.K.,"death, thrash",United Kingdom,1993,-,2,band.php?band_id=9338,../images/bands/9338.jpg
6579,Weapon UK,"new wave of british heavy, heavy",United Kingdom,-,-,2,band.php?band_id=8441,../images/bands/8441.jpg
6580,Weird Tales,"sludge, stoner",Poland,2015,-,2,band.php?band_id=13871,../images/bands/13871.jpg
6581,When Woods Make Graves,atmospheric black,United Kingdom,2011,-,2,band.php?band_id=8004,../images/bands/8004.jpg
6582,White Magician,"hard rock, heavy",USA,2010,-,2,band.php?band_id=12999,../images/bands/12999.jpg
6583,Wicca,thrash,Germany,1985,-,2,band.php?band_id=13795,../images/bands/13795.jpg
6584,Widescreen Mode,"heavy, gothic, hard rock",Finland,2004,-,2,band.php?band_id=5494,../images/bands/5494.jpg
6585,Widow,power,USA,2000,-,2,band.php?band_id=1314,../images/bands/1314.jpg
6586,Wilczyca,black,Poland,2019,-,2,band.php?band_id=12688,../images/bands/12688.jpg
6587,Winds Of Torment,melodic death,France,2001,2012,2,band.php?band_id=625,../images/bands/625.jpg
6588,Wistful,"atmospheric black, shoegaze",Portugal,2010,-,2,band.php?band_id=1041,../images/bands/1041.jpg
6589,Witchers Creed,"doom, heavy",Sweden,2016,-,2,band.php?band_id=10461,../images/bands/10461.jpg
6590,Witches,"speed, thrash",France,1986,-,2,band.php?band_id=12108,../images/bands/12108.jpg
6591,With The End In Mind,post-black,USA,2010,-,2,band.php?band_id=11710,../images/bands/11710.jpg
6592,Witherian,"progressive death, deathcore",Latvia,2006,-,2,band.php?band_id=12741,../images/bands/12741.jpg
6593,Withering Surface,melodic death,Denmark,1993,-,2,band.php?band_id=12247,../images/bands/12247.jpg
6594,Withershin,black,Sweden,2006,-,2,band.php?band_id=8231,../images/bands/8231.jpg
6595,Witnere,heavy,United Kingdom,2015,-,2,band.php?band_id=11322,../images/bands/11322.jpg
6596,WIZ,power,Sweden,1996,-,2,band.php?band_id=974,../images/bands/974.jpg
6597,Woburn House,post-metal,Germany,2005,2014,2,band.php?band_id=9427,../images/bands/9427.jpg
6598,Wolf Counsel,doom,Switzerland,2014,-,2,band.php?band_id=10513,../images/bands/10513.jpg
6599,Wolfen,"thrash, heavy, power",Germany,1994,-,2,band.php?band_id=11349,../images/bands/11349.jpg
6600,Woomera,progressive,Germany,2014,-,2,band.php?band_id=13878,../images/bands/13878.jpg
6601,Wormhole,"brutal death, technical deathcore",USA,2015,-,2,band.php?band_id=11314,../images/bands/11314.jpg
6602,Worth Dying For,"progressive death, melodic death",Canada,2002,-,2,band.php?band_id=6889,../images/bands/6889.jpg
6603,Wovoka,"doom, post-metal, sludge",USA,2013,-,2,band.php?band_id=8836,../images/bands/8836.jpg
6604,Wraith,blackened thrash,USA,2016,-,2,band.php?band_id=11082,../images/bands/11082.jpg
6605,Wrath Of Vesuvius,"technical death, deathcore, post-metal, hardcore",USA,2007,2015,2,band.php?band_id=11115,../images/bands/11115.jpg
6606,Wyruz,"death, thrash",Norway,2002,-,2,band.php?band_id=6939,../images/bands/6939.jpg
6607,Wytch,"doom, heavy",Sweden,2020,-,2,band.php?band_id=10069,../images/bands/10069.jpg
6608,Xenward,"black, dark ambient",USA,1999,-,2,band.php?band_id=10209,../images/bands/10209.jpg
6609,Year Zero,gothic doom,Latvia,2005,2012,2,band.php?band_id=13080,../images/bands/13080.jpg
6610,Ymir's Blood,heavy,Finland,2012,-,2,band.php?band_id=10332,../images/bands/10332.jpg
6611,Yogth Sothoth,brutal death,Colombia,2003,-,2,band.php?band_id=6265,../images/bands/6265.jpg
6612,Your Chance To Die,"melodic death, metalcore",USA,2007,-,2,band.php?band_id=9604,../images/bands/9604.jpg
6613,Zloslut,black,Serbia,2010,-,2,band.php?band_id=13279,../images/bands/13279.jpg
6614,Î¨Ï…Î¿Î½Î¾Î·Îµ,black,Japan,2011,-,1,band.php?band_id=8249,../images/bands/8249.jpg
6615,Ã…skog,black,Sweden,2020,-,1,band.php?band_id=14486,../images/bands/14486.jpg
6616,Ã–mheten,depressive black,Sweden,2012,-,1,band.php?band_id=8464,../images/bands/8464.jpg
6617,1782,"stoner, doom",Italy,2018,-,1,band.php?band_id=12452,../images/bands/12452.jpg
6618,"3,14...",doom,Azerbaijan,2002,2016,1,band.php?band_id=10231,../images/bands/10231.jpg
6619,7 H. Target,brutal death,Russia,2005,-,1,band.php?band_id=7467,../images/bands/7467.jpg
6620,:Nodfyr:,pagan folk,The Netherlands,2011,-,1,band.php?band_id=14149,../images/bands/14149.jpg
6621,A Constant Storm,"gothic, melodic black",Portugal,2013,-,1,band.php?band_id=12888,../images/bands/12888.jpg
6622,A Lower Deep,"progressive, thrash, power",USA,2000,-,1,band.php?band_id=1159,../images/bands/1159.jpg
6623,A New Dawn,"gothic, symphonic",The Netherlands,1997,-,1,band.php?band_id=7486,../images/bands/7486.jpg
6624,A Sickness Unto Death,doom,Germany,2012,-,1,band.php?band_id=13099,../images/bands/13099.jpg
6625,A Sun Traverse,death doom,Denmark,2010,-,1,band.php?band_id=10045,../images/bands/10045.jpg
6626,A Void Eternal,gothic doom,Greece,2015,-,1,band.php?band_id=12860,../images/bands/12860.jpg
6627,Aal,progressive death,Lithuania,2020,-,1,band.php?band_id=12638,../images/bands/12638.jpg
6628,Abhorrent,"brutal death, technical death",USA,2007,-,1,band.php?band_id=9254,../images/bands/9254.jpg
6629,Absence Of The Sacred,"progressive death, thrash",Singapore,2005,-,1,band.php?band_id=6800,../images/bands/6800.jpg
6630,Acedia Mundi,black,France,2013,-,1,band.php?band_id=11894,../images/bands/11894.jpg
6631,Acid Age,thrash,United Kingdom,2013,-,1,band.php?band_id=14092,../images/bands/14092.jpg
6632,Acolyte,"progressive, progressive rock",Australia,2010,-,1,band.php?band_id=14672,../images/bands/14672.jpg
6633,Ad Patres,death,France,2008,-,1,band.php?band_id=12575,../images/bands/12575.jpg
6634,Adaliah,"deathcore, melodic hardcore",USA,2008,-,1,band.php?band_id=8738,../images/bands/8738.jpg
6635,Adfail,"death doom, gothic doom",Russia,2007,-,1,band.php?band_id=14051,../images/bands/14051.jpg
6636,Adzes,"doom, sludge, post-metal",USA,2018,-,1,band.php?band_id=13812,../images/bands/13812.jpg
6637,Aeon Throne,"black, death",Norway,2010,2014,1,band.php?band_id=7856,../images/bands/7856.jpg
6638,Aftermath,"technical thrash, progressive thrash",USA,1985,-,1,band.php?band_id=11032,../images/bands/11032.jpg
6639,Against Myself,symphonic,Spain,2009,-,1,band.php?band_id=13543,../images/bands/13543.jpg
6640,Against Nature,"doom, hard rock, progressive rock",USA,2004,-,1,band.php?band_id=9054,../images/bands/9054.jpg
6641,Aggravator,thrash,USA,2008,-,1,band.php?band_id=14420,../images/bands/14420.jpg
6642,Agon,avantgarde,USA,2018,-,1,band.php?band_id=12955,../images/bands/12955.jpg
6643,Agonize,"melodic death, melodic black",Bosnia and Herzegovina,1997,-,1,band.php?band_id=10868,../images/bands/10868.jpg
6644,Akral Necrosis,black,Romania,2006,-,1,band.php?band_id=9792,../images/bands/9792.jpg
6645,Akrotheism,black,Greece,2012,-,1,band.php?band_id=10587,../images/bands/10587.jpg
6646,Alastor (POL),thrash,Poland,1986,-,1,band.php?band_id=13157,../images/bands/13157.jpg
6647,Aleister,thrash,France,1987,-,1,band.php?band_id=13183,../images/bands/13183.jpg
6648,Algor,black,Slovak Republic,1998,-,1,band.php?band_id=11784,../images/bands/11784.jpg
6649,Alien Syndrome 777,avantgarde black,Italy,2007,-,1,band.php?band_id=9269,../images/bands/9269.jpg
6650,Alitor,progressive thrash,Serbia,2011,-,1,band.php?band_id=13516,../images/bands/13516.jpg
6651,Alkimya,progressive,France,2004,-,1,band.php?band_id=2475,../images/bands/2475.jpg
6652,All Things Fallen,progressive,Sweden,2015,-,1,band.php?band_id=12395,../images/bands/12395.jpg
6653,Altered Dead,death,Canada,2013,-,1,band.php?band_id=13925,../images/bands/13925.jpg
6654,An Evening With Knives,post-metal,The Netherlands,2013,-,1,band.php?band_id=11433,../images/bands/11433.jpg
6655,An Theos,folk,Romania,2010,2020,1,band.php?band_id=12898,../images/bands/12898.jpg
6656,Ancient Altar,"sludge, doom",USA,2013,-,1,band.php?band_id=8328,../images/bands/8328.jpg
6657,AngelSeed,symphonic,Croatia,2007,-,1,band.php?band_id=12662,../images/bands/12662.jpg
6658,Anger As Art,thrash,USA,2004,-,1,band.php?band_id=4265,../images/bands/4265.jpg
6659,Angist,death,Iceland,2009,-,1,band.php?band_id=8255,../images/bands/8255.jpg
6660,Anima Tempo,progressive death,Mexico,2009,-,1,band.php?band_id=9419,../images/bands/9419.jpg
6661,Antagonist Zero,death doom,Finland,2010,-,1,band.php?band_id=8292,../images/bands/8292.jpg
6662,Anthea,symphonic,USA,2015,-,1,band.php?band_id=12774,../images/bands/12774.jpg
6663,Antichrist (PER),death doom,Peru,2004,-,1,band.php?band_id=10104,../images/bands/10104.jpg
6664,Antidote,"thrash, speed",Finland,1986,1996,1,band.php?band_id=10921,../images/bands/10921.jpg
6665,Antioch,heavy,Canada,2013,-,1,band.php?band_id=13294,../images/bands/13294.jpg
6666,Antonamasia,gothic,Australia,2003,-,1,band.php?band_id=2824,../images/bands/2824.jpg
6667,Antzaat,black,Belgium,2015,-,1,band.php?band_id=13467,../images/bands/13467.jpg
6668,Anvil Bitch,thrash,USA,1983,2019,1,band.php?band_id=10932,../images/bands/10932.jpg
6669,Apa Simbetii,"progressive death, black",Romania,2009,-,1,band.php?band_id=9321,../images/bands/9321.jpg
6670,Apallic,progressive death,Germany,2014,-,1,band.php?band_id=12974,../images/bands/12974.jpg
6671,Apathie,black,Germany,2009,-,1,band.php?band_id=9470,../images/bands/9470.jpg
6672,Apokalyptic Raids,black,Brazil,1997,-,1,band.php?band_id=3302,../images/bands/3302.jpg
6673,Apokathilosis,black,"Ireland, Switzerland",2013,-,1,band.php?band_id=12896,../images/bands/12896.jpg
6674,Aposthate,brutal death,Italy,2004,-,1,band.php?band_id=1860,../images/bands/1860.jpg
6675,Apothesary,"thrash, melodic death",USA,2009,-,1,band.php?band_id=6466,../images/bands/6466.jpg
6676,Apparatus,blackened death,Denmark,2012,-,1,band.php?band_id=9284,../images/bands/9284.jpg
6677,Arania,"gothic, symphonic",Norway,2018,-,1,band.php?band_id=14135,../images/bands/14135.jpg
6678,AraPacis,"progressive, doom, hard rock",Canada,2003,-,1,band.php?band_id=9221,../images/bands/9221.jpg
6679,Arbitrator (CAN),industrial death,Canada,2010,-,1,band.php?band_id=8638,../images/bands/8638.jpg
6680,Arbor Ira,"death doom, doom death",Georgia,1999,-,1,band.php?band_id=14548,../images/bands/14548.jpg
6681,Architect Of Disease,black,Poland,2012,-,1,band.php?band_id=12961,../images/bands/12961.jpg
6682,Argus (Ro),black,Romania,1996,2005,1,band.php?band_id=9662,../images/bands/9662.jpg
6683,Armahda,"heavy, power",Brazil,2011,-,1,band.php?band_id=8715,../images/bands/8715.jpg
6684,Arms,"math, grindcore",USA,2012,-,1,band.php?band_id=9647,../images/bands/9647.jpg
6685,ARRM,drone doom,Poland,2010,-,1,band.php?band_id=9857,../images/bands/9857.jpg
6686,Arsh Anubis,black,USA,2011,-,1,band.php?band_id=9425,../images/bands/9425.jpg
6687,Artisian,"black, death",United Kingdom,2004,-,1,band.php?band_id=4516,../images/bands/4516.jpg
6688,Asmodi,pagan black,Germany,2004,2010,1,band.php?band_id=14583,../images/bands/14583.jpg
6689,AsphodÃ¨le,post-black,,2019,2020,1,band.php?band_id=14824,../images/bands/14824.jpg
6690,Astoryas,blackened heavy,Germany,2002,-,1,band.php?band_id=14584,../images/bands/14584.jpg
6691,Astral Experience,"power, progressive",Spain,2009,-,1,band.php?band_id=12173,../images/bands/12173.jpg
6692,Astral Tears,"progressive, alternative",France,2009,-,1,band.php?band_id=6936,../images/bands/6936.jpg
6693,Astrophobos,black,Sweden,2009,-,1,band.php?band_id=14762,../images/bands/14762.jpg
6694,Asyllex,thrash,Faroe Islands,2013,-,1,band.php?band_id=12733,../images/bands/12733.jpg
6695,Athorn,"progressive power, thrash",Germany,2008,-,1,band.php?band_id=12629,../images/bands/12629.jpg
6696,Atlas,"metalcore, djent",Finland,2015,-,1,band.php?band_id=14553,../images/bands/14553.jpg
6697,Atomic Symphony,progressive,Switzerland,2009,-,1,band.php?band_id=14320,../images/bands/14320.jpg
6698,Attitude Adjustment,"crossover thrash, hardcore",USA,1984,-,1,band.php?band_id=12144,../images/bands/12144.jpg
6699,Aurinko,"doom, folk",Canada,2011,2013,1,band.php?band_id=6897,../images/bands/6897.jpg
6700,Automb,blackened death,USA,2017,-,1,band.php?band_id=12636,../images/bands/12636.jpg
6701,Autumn: Death,"melodic black, melodic death",Sweden,2011,-,1,band.php?band_id=9051,../images/bands/9051.jpg
6702,Avaland,"symphonic power, operatic power",France,2016,-,1,band.php?band_id=14404,../images/bands/14404.jpg
6703,AvatariA,"gothic, black",Germany,2009,-,1,band.php?band_id=14318,../images/bands/14318.jpg
6704,Axial Lead,progressive,Romania,2011,-,1,band.php?band_id=9359,../images/bands/9359.jpg
6705,Azavatar,black,Germany,2013,-,1,band.php?band_id=9043,../images/bands/9043.jpg
6706,Azure Agony,progressive,Italy,2006,-,1,band.php?band_id=4420,../images/bands/4420.jpg
6707,Battle Tales,folk,Switzerland,2013,-,1,band.php?band_id=12771,../images/bands/12771.jpg
6708,Baume,"post-metal, atmospheric black",France,2017,-,1,band.php?band_id=11057,../images/bands/11057.jpg
6709,Bear Mace,death,USA,2012,-,1,band.php?band_id=12720,../images/bands/12720.jpg
6710,Bedsore,progressive death,Italy,2018,-,1,band.php?band_id=12586,../images/bands/12586.jpg
6711,Before God,"black, folk",USA,1997,-,1,band.php?band_id=3503,../images/bands/3503.jpg
6712,Below A Silent Sky,post-metal,Germany,2012,-,1,band.php?band_id=10189,../images/bands/10189.jpg
6713,Bestia Ater,death,Bulgaria,2020,-,1,band.php?band_id=14001,../images/bands/14001.jpg
6714,Bewailer,death doom,Russia,2018,-,1,band.php?band_id=11119,../images/bands/11119.jpg
6715,Beyond Black Void,"drone doom, funeral doom",Belgium,2002,-,1,band.php?band_id=3271,../images/bands/3271.jpg
6716,Beyond The Flesh,melodic death,USA,2000,2007,1,band.php?band_id=699,../images/bands/699.jpg
6717,Bezwering,black,The Netherlands,2018,-,1,band.php?band_id=14821,../images/bands/14821.jpg
6718,Bile (NED),"goregrind, brutal death",The Netherlands,1998,2006,1,band.php?band_id=9679,../images/bands/9679.jpg
6719,Binaash,death,Nepal,2009,-,1,band.php?band_id=9733,../images/bands/9733.jpg
6720,BitchHammer,"black, thrash",Germany,2008,-,1,band.php?band_id=12861,../images/bands/12861.jpg
6721,Black Decades,"black, crust punk",The Netherlands,2012,-,1,band.php?band_id=11419,../images/bands/11419.jpg
6722,Black Harmonia,progressive thrash,Belgium,2007,-,1,band.php?band_id=13723,../images/bands/13723.jpg
6723,Black Knight,heavy,The Netherlands,1982,-,1,band.php?band_id=12360,../images/bands/12360.jpg
6724,Black Phantom,heavy,Italy,2014,-,1,band.php?band_id=11648,../images/bands/11648.jpg
6725,Black Sachbak,thrash,Israel,2010,-,1,band.php?band_id=11892,../images/bands/11892.jpg
6726,Black Succubi,heavy,Denmark,2005,-,1,band.php?band_id=3372,../images/bands/3372.jpg
6727,Black Void Cult,"atmospheric black, melodic black, depressive black",Mexico,2017,-,1,band.php?band_id=13113,../images/bands/13113.jpg
6728,Blackened Angel,"power, thrash",Australia,2013,-,1,band.php?band_id=8007,../images/bands/8007.jpg
6729,Blackhelm,thrash,Australia,2015,-,1,band.php?band_id=9753,../images/bands/9753.jpg
6730,Blade Of Spirit,power,Greece,1996,-,1,band.php?band_id=1037,../images/bands/1037.jpg
6731,Blasphamagoatachrist,"black, death",Canada,2017,-,1,band.php?band_id=12837,../images/bands/12837.jpg
6732,Blastanus,"brutal death, grindcore",Finland,2007,-,1,band.php?band_id=6658,../images/bands/6658.jpg
6733,Bleed For Me,groove thrash,Sweden,2011,-,1,band.php?band_id=14333,../images/bands/14333.jpg
6734,Bleeth,psychedelic stoner,USA,2015,-,1,band.php?band_id=13796,../images/bands/13796.jpg
6735,Bloodgut,death,Sweden,2004,-,1,band.php?band_id=7875,../images/bands/7875.jpg
6736,Bloodhunter,melodic death,Spain,2008,-,1,band.php?band_id=14398,../images/bands/14398.jpg
6737,Bloodletter,thrash,USA,2013,-,1,band.php?band_id=13047,../images/bands/13047.jpg
6738,Bloodstrike,death,USA,2013,-,1,band.php?band_id=9342,../images/bands/9342.jpg
6739,Bloodthirst,thrash,Poland,1999,-,1,band.php?band_id=10565,../images/bands/10565.jpg
6740,Blustery Caveat,brutal death,Greece,2002,-,1,band.php?band_id=4999,../images/bands/4999.jpg
6741,Bluuurgh...,"death, thrash",The Netherlands,1989,1993,1,band.php?band_id=9033,../images/bands/9033.jpg
6742,Bog Wizard,"stoner, sludge, doom",USA,2018,-,1,band.php?band_id=14084,../images/bands/14084.jpg
6743,Bonehunter,blackened thrash,Finland,2011,-,1,band.php?band_id=13115,../images/bands/13115.jpg
6744,Born For Burning,black,Sweden,2012,-,1,band.php?band_id=13502,../images/bands/13502.jpg
6745,Born From Ruins,"alternative, hard rock",USA,2009,-,1,band.php?band_id=6085,../images/bands/6085.jpg
6746,BrÃ²n,"atmospheric black, dark ambient","United Kingdom, Serbia",2014,-,1,band.php?band_id=13626,../images/bands/13626.jpg
6747,Brainchoke,"grindcore, death",United Kingdom,2000,-,1,band.php?band_id=3254,../images/bands/3254.jpg
6748,Brezno,folk,Slovenia,2007,-,1,band.php?band_id=13241,../images/bands/13241.jpg
6749,Broken Dagger,power,Sweden,2000,2007,1,band.php?band_id=1119,../images/bands/1119.jpg
6750,Brutal Blues,progressive grindcore,Norway,2013,-,1,band.php?band_id=9639,../images/bands/9639.jpg
6751,Bulldozing Bastard,"blackened thrash, speed",Germany,2012,-,1,band.php?band_id=9295,../images/bands/9295.jpg
6752,Burial In The Sky,technical death,USA,2013,-,1,band.php?band_id=10139,../images/bands/10139.jpg
6753,Burnsred,"progressive sludge, doom, post-metal",USA,2007,-,1,band.php?band_id=6246,../images/bands/6246.jpg
6754,Burweed,"atmospheric sludge, post-metal",Finland,2009,-,1,band.php?band_id=8767,../images/bands/8767.jpg
6755,Cadaveric Poison,"death, thrash",Czech Republic,2014,-,1,band.php?band_id=9483,../images/bands/9483.jpg
6756,Cadmium,symphonic,France,2010,-,1,band.php?band_id=7110,../images/bands/7110.jpg
6757,Cambrian,"doom, stoner",Italy,2015,-,1,band.php?band_id=9955,../images/bands/9955.jpg
6758,Cannibal Accident,grindcore,Finland,2007,-,1,band.php?band_id=7914,../images/bands/7914.jpg
6759,Cardinal Wyrm,doom,USA,2009,-,1,band.php?band_id=13334,../images/bands/13334.jpg
6760,Casamatta,"progressive sludge, progressive stoner",Russia,2016,-,1,band.php?band_id=12603,../images/bands/12603.jpg
6761,Casket,death,Germany,1990,-,1,band.php?band_id=14690,../images/bands/14690.jpg
6762,Castillion,progressive,Sweden,2002,-,1,band.php?band_id=6469,../images/bands/6469.jpg
6763,Castrator,death,USA,2013,-,1,band.php?band_id=8830,../images/bands/8830.jpg
6764,Casual Silence,progressive,The Netherlands,1993,2011,1,band.php?band_id=983,../images/bands/983.jpg
6765,Cat O' Nine Tails,"folk, symphonic power",Finland,2012,-,1,band.php?band_id=8844,../images/bands/8844.jpg
6766,Catafalc,brutal death,Estonia,1999,-,1,band.php?band_id=10629,../images/bands/10629.jpg
6767,Caustic (SUI),thrash,Switzerland,1990,1993,1,band.php?band_id=13677,../images/bands/13677.jpg
6768,Celtibeerian,folk,Spain,2011,-,1,band.php?band_id=14466,../images/bands/14466.jpg
6769,Cemetery Filth,death,USA,2014,-,1,band.php?band_id=11589,../images/bands/11589.jpg
6770,Ceremonia,atmospheric doom,France,2011,-,1,band.php?band_id=4970,../images/bands/4970.jpg
6771,Cetacean,"doom, sludge",USA,2015,-,1,band.php?band_id=9513,../images/bands/9513.jpg
6772,Chabtan,melodic death,France,2011,-,1,band.php?band_id=10067,../images/bands/10067.jpg
6773,Chronicle,blackened thrash,Denmark,2012,-,1,band.php?band_id=11545,../images/bands/11545.jpg
6774,Chrysilia,"symphonic, folk",Greece,2015,-,1,band.php?band_id=14405,../images/bands/14405.jpg
6775,Chugun,"thrash, death",Israel,2010,-,1,band.php?band_id=11953,../images/bands/11953.jpg
6776,Cleric (USA-TX),death,USA,2007,-,1,band.php?band_id=11064,../images/bands/11064.jpg
6777,Cobra Thief,"stoner, hard rock",USA,2017,-,1,band.php?band_id=13882,../images/bands/13882.jpg
6778,Code Of Nelson's Folly,folk,Croatia,2012,-,1,band.php?band_id=9304,../images/bands/9304.jpg
6779,Coffin Rot,death,USA,2017,-,1,band.php?band_id=11056,../images/bands/11056.jpg
6780,Collateral Damage,heavy,Italy,2004,-,1,band.php?band_id=2030,../images/bands/2030.jpg
6781,Colombian Necktie,"sludge, alternative",USA,2010,-,1,band.php?band_id=8481,../images/bands/8481.jpg
6782,Coltsblood,"doom, sludge",United Kingdom,2010,-,1,band.php?band_id=8777,../images/bands/8777.jpg
6783,Contemplator,"progressive, instrumental",Canada,2011,-,1,band.php?band_id=8401,../images/bands/8401.jpg
6784,Control The Storm,"power, symphonic",United Kingdom,2010,-,1,band.php?band_id=12781,../images/bands/12781.jpg
6785,Coronary,heavy,Finland,2017,-,1,band.php?band_id=14072,../images/bands/14072.jpg
6786,Corrupt Leaders,grindcore,Canada,2013,-,1,band.php?band_id=9714,../images/bands/9714.jpg
6787,Corrupted Melody,"death, atmospheric doom",Slovak Republic,1995,2011,1,band.php?band_id=5801,../images/bands/5801.jpg
6788,Crash,thrash,"Korea, South",1989,-,1,band.php?band_id=12865,../images/bands/12865.jpg
6789,Creeping Death,"death, hardcore",USA,2015,-,1,band.php?band_id=12398,../images/bands/12398.jpg
6790,Crimson Thorn,death,USA,1991,-,1,band.php?band_id=12633,../images/bands/12633.jpg
6791,Cryptomnesia,progressive,USA,2009,-,1,band.php?band_id=13276,../images/bands/13276.jpg
6792,Crypts,death,Germany,2018,-,1,band.php?band_id=13961,../images/bands/13961.jpg
6793,Cybernetic Witch Cult,"stoner, psychedelic rock",United Kingdom,2015,-,1,band.php?band_id=12931,../images/bands/12931.jpg
6794,Dallian,"symphonic death, progressive death",Portugal,2017,-,1,band.php?band_id=12436,../images/bands/12436.jpg
6795,Dark Alchemy,"post-metal, atmospheric black, folk, neofolk",Portugal,2016,-,1,band.php?band_id=12760,../images/bands/12760.jpg
6796,Dark Doom,atmospheric black,United Kingdom,2017,-,1,band.php?band_id=13560,../images/bands/13560.jpg
6797,Dark Vision,"gothic, symphonic black, blackened death",Greece,1996,-,1,band.php?band_id=4138,../images/bands/4138.jpg
6798,Dark Wings Syndrome,"gothic, progressive",Portugal,2008,-,1,band.php?band_id=7491,../images/bands/7491.jpg
6799,Darkall Slaves,brutal death,France,2005,-,1,band.php?band_id=8637,../images/bands/8637.jpg
6800,Darkened Souls,"doom, melodic death",Finland,2006,-,1,band.php?band_id=5886,../images/bands/5886.jpg
6801,Darkmoon Warrior,black,Germany,1996,-,1,band.php?band_id=7737,../images/bands/7737.jpg
6802,DarkRise,brutal death,Switzerland,1998,-,1,band.php?band_id=5290,../images/bands/5290.jpg
6803,Dawn Of Extinction,"metalcore, thrash",Spain,2013,-,1,band.php?band_id=14396,../images/bands/14396.jpg
6804,Dawn Of Oblivion,gothic,Sweden,1991,-,1,band.php?band_id=9290,../images/bands/9290.jpg
6805,De Profundis (HUN),melodic black,Hungary,2000,-,1,band.php?band_id=13601,../images/bands/13601.jpg
6806,Dead Is Dead,post-metal,USA,2016,-,1,band.php?band_id=13081,../images/bands/13081.jpg
6807,Deadalus,progressive death,Belgium,2010,-,1,band.php?band_id=8936,../images/bands/8936.jpg
6808,Deadwood Tree,"post-metal, sludge",Spain,2012,-,1,band.php?band_id=13010,../images/bands/13010.jpg
6809,Dearly Beheaded,"thrash, power",United Kingdom,1993,1997,1,band.php?band_id=3906,../images/bands/3906.jpg
6810,Death Engine,"hardcore, noise",France,2012,-,1,band.php?band_id=8722,../images/bands/8722.jpg
6811,Death Wolf,"heavy, punk",Sweden,2011,-,1,band.php?band_id=9396,../images/bands/9396.jpg
6812,Deathquintet,death,Sweden,2008,-,1,band.php?band_id=7319,../images/bands/7319.jpg
6813,Deathweiser,thrash,Ecuador,2012,-,1,band.php?band_id=10156,../images/bands/10156.jpg
6814,Deiphago,black,Costa Rica,1989,-,1,band.php?band_id=4448,../images/bands/4448.jpg
6815,Delirium Tremens,thrash,Germany,1996,2017,1,band.php?band_id=10740,../images/bands/10740.jpg
6816,Deliver The Galaxy,melodic death,Germany,2010,-,1,band.php?band_id=12450,../images/bands/12450.jpg
